text,characters,words,page_number,font_size,is_bold,font_threshold_flag,y_position,x_position,relative_font_size,text_case,verbs,nouns,adjectives,adverbs,pronouns,cardinal_numbers,coordinating_conjunctions,starts_with_number,ends_with_colon,has_punctuation,relative_y_position,avg_word_length,word_density,verb_ratio,noun_ratio,adjective_ratio,is_short,is_very_short,is_heading
S11,3,1,6,7.559999942779541,0,0,155.50218200683594,133.10000610351562,1.0,1,0,0,0,0,0,0,0,0,0,0,0.8450676916992064,3.0,0.3333333333333333,0.0,0.0,0.0,1,1,0
female,6,1,6,7.559999942779541,0,0,155.50218200683594,179.66000366210938,1.0,0,0,0,0,0,0,0,0,0,0,0,0.8450676916992064,6.0,0.16666666666666666,0.0,0.0,0.0,1,1,0
tablet and cell phone,21,4,6,7.559999942779541,0,0,155.50218200683594,225.77000427246094,1.0,0,0,0,0,0,0,0,0,0,0,0,0.8450676916992064,5.25,0.19047619047619047,0.0,0.0,0.0,1,1,0
2 years,7,2,6,7.559999942779541,0,0,155.50218200683594,336.6700134277344,1.0,0,0,0,0,0,0,0,0,1,0,0,0.8450676916992064,3.5,0.2857142857142857,0.0,0.0,0.0,1,1,0
fairly experienced,18,2,6,7.559999942779541,0,0,155.50218200683594,413.5899963378906,1.0,0,0,0,0,0,0,0,0,0,0,0,0.8450676916992064,9.0,0.1111111111111111,0.0,0.0,0.0,1,1,0
S12,3,1,6,7.559999942779541,0,0,180.8221893310547,133.10000610351562,1.0,1,0,0,0,0,0,0,0,0,0,0,0.8118065970006622,3.0,0.3333333333333333,0.0,0.0,0.0,1,1,0
female,6,1,6,7.559999942779541,0,0,180.8221893310547,179.66000366210938,1.0,0,0,0,0,0,0,0,0,0,0,0,0.8118065970006622,6.0,0.16666666666666666,0.0,0.0,0.0,1,1,0
smartphone,10,1,6,7.559999942779541,0,0,180.8221893310547,225.77000427246094,1.0,0,0,0,0,0,0,0,0,0,0,0,0.8118065970006622,10.0,0.1,0.0,0.0,0.0,1,1,0
2 years,7,2,6,7.559999942779541,0,0,180.8221893310547,336.6700134277344,1.0,0,0,0,0,0,0,0,0,1,0,0,0.8118065970006622,3.5,0.2857142857142857,0.0,0.0,0.0,1,1,0
not very experienced,20,3,6,7.559999942779541,0,0,180.8221893310547,413.5899963378906,1.0,0,0,0,0,0,0,0,0,0,0,0,0.8118065970006622,6.666666666666667,0.15,0.0,0.0,0.0,1,1,0
S13,3,1,6,7.559999942779541,0,0,206.14219665527344,133.10000610351562,1.0,1,0,0,0,0,0,0,0,0,0,0,0.7785455023021179,3.0,0.3333333333333333,0.0,0.0,0.0,1,1,0
female,6,1,6,7.559999942779541,0,0,206.14219665527344,179.66000366210938,1.0,0,0,0,0,0,0,0,0,0,0,0,0.7785455023021179,6.0,0.16666666666666666,0.0,0.0,0.0,1,1,0
smartphone,10,1,6,7.559999942779541,0,0,206.14219665527344,225.77000427246094,1.0,0,0,0,0,0,0,0,0,0,0,0,0.7785455023021179,10.0,0.1,0.0,0.0,0.0,1,1,0
3 years,7,2,6,7.559999942779541,0,0,206.14219665527344,336.6700134277344,1.0,0,0,0,0,0,0,0,0,1,0,0,0.7785455023021179,3.5,0.2857142857142857,0.0,0.0,0.0,1,1,0
not very experienced,20,3,6,7.559999942779541,0,0,206.14219665527344,413.5899963378906,1.0,0,0,0,0,0,0,0,0,0,0,0,0.7785455023021179,6.666666666666667,0.15,0.0,0.0,0.0,1,1,0
S14,3,1,6,7.559999942779541,0,0,231.49217224121094,133.10000610351562,1.0,1,0,0,0,0,0,0,0,0,0,0,0.7452450404273239,3.0,0.3333333333333333,0.0,0.0,0.0,1,1,0
male,4,1,6,7.559999942779541,0,0,231.49217224121094,179.66000366210938,1.0,0,0,0,0,0,0,0,0,0,0,0,0.7452450404273239,4.0,0.25,0.0,0.0,0.0,1,1,0
smartphone and tablet,21,3,6,7.559999942779541,0,0,231.49217224121094,225.77000427246094,1.0,0,0,0,0,0,0,0,0,0,0,0,0.7452450404273239,7.0,0.14285714285714285,0.0,0.0,0.0,1,1,0
3 years,7,2,6,7.559999942779541,0,0,231.49217224121094,336.6700134277344,1.0,0,0,0,0,0,0,0,0,1,0,0,0.7452450404273239,3.5,0.2857142857142857,0.0,0.0,0.0,1,1,0
experienced,11,1,6,7.559999942779541,0,0,231.49217224121094,413.5899963378906,1.0,0,0,0,0,0,0,0,0,0,0,0,0.7452450404273239,11.0,0.09090909090909091,0.0,0.0,0.0,1,1,0
S15,3,1,6,7.559999942779541,0,0,256.8121643066406,133.10000610351562,1.0,1,0,0,0,0,0,0,0,0,0,0,0.7119839657731667,3.0,0.3333333333333333,0.0,0.0,0.0,1,1,0
female,6,1,6,7.559999942779541,0,0,256.8121643066406,179.66000366210938,1.0,0,0,0,0,0,0,0,0,0,0,0,0.7119839657731667,6.0,0.16666666666666666,0.0,0.0,0.0,1,1,0
smartphone and tablet,21,3,6,7.559999942779541,0,0,256.8121643066406,225.77000427246094,1.0,0,0,0,0,0,0,0,0,0,0,0,0.7119839657731667,7.0,0.14285714285714285,0.0,0.0,0.0,1,1,0
5 years,7,2,6,7.559999942779541,0,0,256.8121643066406,336.6700134277344,1.0,0,0,0,0,0,0,0,0,1,0,0,0.7119839657731667,3.5,0.2857142857142857,0.0,0.0,0.0,1,1,0
fairly experienced,18,2,6,7.559999942779541,0,0,256.8121643066406,413.5899963378906,1.0,0,0,0,0,0,0,0,0,0,0,0,0.7119839657731667,9.0,0.1111111111111111,0.0,0.0,0.0,1,1,0
2nd,3,1,6,7.559999942779541,0,0,328.3321838378906,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,0,0.6180331974337251,3.0,0.3333333333333333,0.0,0.0,0.0,1,1,0
year,4,1,6,7.559999942779541,0,0,328.3321838378906,110.8987045288086,1.0,0,0,0,0,0,0,0,0,0,0,0,0.6180331974337251,4.0,0.25,0.0,0.0,0.0,1,1,0
M.A.,4,1,6,7.559999942779541,0,0,337.4521789550781,85.10399627685547,1.0,1,0,0,0,0,0,0,0,0,0,1,0.6060529078011512,4.0,0.25,0.0,0.0,0.0,1,1,0
S16,3,1,6,7.559999942779541,0,0,282.1321716308594,133.10000610351562,1.0,1,0,0,0,0,0,0,0,0,0,0,0.6787228710746225,3.0,0.3333333333333333,0.0,0.0,0.0,1,1,0
female,6,1,6,7.559999942779541,0,0,282.1321716308594,179.66000366210938,1.0,0,0,0,0,0,0,0,0,0,0,0,0.6787228710746225,6.0,0.16666666666666666,0.0,0.0,0.0,1,1,0
smartphone,10,1,6,7.559999942779541,0,0,282.1321716308594,225.77000427246094,1.0,0,0,0,0,0,0,0,0,0,0,0,0.6787228710746225,10.0,0.1,0.0,0.0,0.0,1,1,0
3 years,7,2,6,7.559999942779541,0,0,282.1321716308594,336.6700134277344,1.0,0,0,0,0,0,0,0,0,1,0,0,0.6787228710746225,3.5,0.2857142857142857,0.0,0.0,0.0,1,1,0
not very experienced,20,3,6,7.559999942779541,0,0,282.1321716308594,413.5899963378906,1.0,0,0,0,0,0,0,0,0,0,0,0,0.6787228710746225,6.666666666666667,0.15,0.0,0.0,0.0,1,1,0
S17,3,1,6,7.559999942779541,0,0,307.4521789550781,133.10000610351562,1.0,1,0,0,0,0,0,0,0,0,0,0,0.6454617763760783,3.0,0.3333333333333333,0.0,0.0,0.0,1,1,0
female,6,1,6,7.559999942779541,0,0,307.4521789550781,179.66000366210938,1.0,0,0,0,0,0,0,0,0,0,0,0,0.6454617763760783,6.0,0.16666666666666666,0.0,0.0,0.0,1,1,0
smartphone and tablet,21,3,6,7.559999942779541,0,0,307.4521789550781,225.77000427246094,1.0,0,0,0,0,0,0,0,0,0,0,0,0.6454617763760783,7.0,0.14285714285714285,0.0,0.0,0.0,1,1,0
6 years,7,2,6,7.559999942779541,0,0,307.4521789550781,336.6700134277344,1.0,0,0,0,0,0,0,0,0,1,0,0,0.6454617763760783,3.5,0.2857142857142857,0.0,0.0,0.0,1,1,0
fairly experienced,18,2,6,7.559999942779541,0,0,307.4521789550781,413.5899963378906,1.0,0,0,0,0,0,0,0,0,0,0,0,0.6454617763760783,9.0,0.1111111111111111,0.0,0.0,0.0,1,1,0
S18,3,1,6,7.559999942779541,0,0,332.7721862792969,133.10000610351562,1.0,1,0,0,0,0,0,0,0,0,0,0,0.612200681677534,3.0,0.3333333333333333,0.0,0.0,0.0,1,1,0
female,6,1,6,7.559999942779541,0,0,332.7721862792969,179.66000366210938,1.0,0,0,0,0,0,0,0,0,0,0,0,0.612200681677534,6.0,0.16666666666666666,0.0,0.0,0.0,1,1,0
smartphone,10,1,6,7.559999942779541,0,0,332.7721862792969,225.77000427246094,1.0,0,0,0,0,0,0,0,0,0,0,0,0.612200681677534,10.0,0.1,0.0,0.0,0.0,1,1,0
5 years,7,2,6,7.559999942779541,0,0,332.7721862792969,336.6700134277344,1.0,0,0,0,0,0,0,0,0,1,0,0,0.612200681677534,3.5,0.2857142857142857,0.0,0.0,0.0,1,1,0
not very experienced,20,3,6,7.559999942779541,0,0,332.7721862792969,413.5899963378906,1.0,0,0,0,0,0,0,0,0,0,0,0,0.612200681677534,6.666666666666667,0.15,0.0,0.0,0.0,1,1,0
S19,3,1,6,7.559999942779541,0,0,358.0921630859375,133.10000610351562,1.0,1,0,0,0,0,0,0,0,0,0,0,0.5789396270677639,3.0,0.3333333333333333,0.0,0.0,0.0,1,1,0
female,6,1,6,7.559999942779541,0,0,358.0921630859375,179.66000366210938,1.0,0,0,0,0,0,0,0,0,0,0,0,0.5789396270677639,6.0,0.16666666666666666,0.0,0.0,0.0,1,1,0
smartphone and tablet,21,3,6,7.559999942779541,0,0,358.0921630859375,225.77000427246094,1.0,0,0,0,0,0,0,0,0,0,0,0,0.5789396270677639,7.0,0.14285714285714285,0.0,0.0,0.0,1,1,0
5 years,7,2,6,7.559999942779541,0,0,358.0921630859375,336.6700134277344,1.0,0,0,0,0,0,0,0,0,1,0,0,0.5789396270677639,3.5,0.2857142857142857,0.0,0.0,0.0,1,1,0
not very experienced,20,3,6,7.559999942779541,0,0,358.0921630859375,413.5899963378906,1.0,0,0,0,0,0,0,0,0,0,0,0,0.5789396270677639,6.666666666666667,0.15,0.0,0.0,0.0,1,1,0
S20,3,1,6,7.559999942779541,0,0,383.4321594238281,133.10000610351562,1.0,1,0,0,0,0,0,0,0,0,0,0,0.5456522742221285,3.0,0.3333333333333333,0.0,0.0,0.0,1,1,0
female,6,1,6,7.559999942779541,0,0,383.4321594238281,179.66000366210938,1.0,0,0,0,0,0,0,0,0,0,0,0,0.5456522742221285,6.0,0.16666666666666666,0.0,0.0,0.0,1,1,0
smartphone and tablet,21,3,6,7.559999942779541,0,0,383.4321594238281,225.77000427246094,1.0,0,0,0,0,0,0,0,0,0,0,0,0.5456522742221285,7.0,0.14285714285714285,0.0,0.0,0.0,1,1,0
5 years,7,2,6,7.559999942779541,0,0,383.4321594238281,336.6700134277344,1.0,0,0,0,0,0,0,0,0,1,0,0,0.5456522742221285,3.5,0.2857142857142857,0.0,0.0,0.0,1,1,0
fairly experienced,18,2,6,7.559999942779541,0,0,383.4321594238281,413.5899963378906,1.0,0,0,0,0,0,0,0,0,0,0,0,0.5456522742221285,9.0,0.1111111111111111,0.0,0.0,0.0,1,1,0
4.2. Reasons for using mobile devices ,38,6,6,9.479999542236328,0,1,425.1825866699219,120.5,1.2539682029085932,3,0,0,0,0,0,0,0,0,0,1,0.49080770421251635,6.333333333333333,0.15789473684210525,0.0,0.0,0.0,1,0,0
The study participants decided on the use of their MobDs in order to learn English for,86,16,6,9.479999542236328,0,1,441.9825744628906,85.10399627685547,1.2539682029085932,3,0,0,0,0,0,0,0,0,0,0,0.4687387538460669,5.375,0.18604651162790697,0.0,0.0,0.0,0,0,0
"the reason that they regarded them as convenient, fast and always ready to use. In",82,15,6,9.479999542236328,0,1,453.5025634765625,85.10399627685547,1.2539682029085932,3,0,0,0,0,0,0,0,0,0,1,0.4536057627452536,5.466666666666667,0.18292682926829268,0.0,0.0,0.0,0,0,0
"addition, some students pointed to the fact that the use of MobDs allowed them to have",86,16,6,9.479999542236328,0,1,465.0225830078125,85.10399627685547,1.2539682029085932,3,0,0,0,0,0,0,0,0,0,1,0.43847273155566613,5.375,0.18604651162790697,0.0,0.0,0.0,0,0,0
quick access to the internet and organize their own study materials and/or resources.,85,13,6,9.479999542236328,0,1,476.5425720214844,85.10399627685547,1.2539682029085932,0,0,0,0,0,0,0,0,0,0,1,0.42333974045485284,6.538461538461538,0.15294117647058825,0.0,0.0,0.0,0,0,0
Illustrative examples of such opinions are provided below ( 3 ):,64,11,6,9.479999542236328,0,1,488.0625915527344,85.10399627685547,1.2539682029085932,3,0,0,0,0,0,0,0,0,1,0,0.40820670926526537,5.818181818181818,0.171875,0.0,0.0,0.0,0,0,0
S10: It’s very comfortable. I can reach for my dictionary any time I want and I,79,16,6,9.479999542236328,0,1,504.86260986328125,120.5,1.2539682029085932,3,0,0,0,0,0,0,0,0,0,1,0.3861377188100417,4.9375,0.20253164556962025,0.0,0.0,0.0,0,0,0
don’t have to carry thick books (...) The main aspect is convenience. ,70,12,6,9.479999542236328,0,1,516.5025634765625,120.5,1.2539682029085932,3,0,0,0,0,0,0,0,0,0,1,0.37084713873790676,5.833333333333333,0.17142857142857143,0.0,0.0,0.0,0,0,0
S5: It’s because I can find needed information ... it’s convenient because I,76,13,6,9.479999542236328,0,1,533.3325805664062,120.5,1.2539682029085932,3,0,0,0,0,0,0,0,0,0,1,0.34873874101765917,5.846153846153846,0.17105263157894737,0.0,0.0,0.0,0,0,0
always carry my smartphone and I have access to the internet all the time (...),79,15,6,9.479999542236328,0,1,544.8526000976562,120.5,1.2539682029085932,3,0,0,0,0,0,0,0,0,0,1,0.3336057098280717,5.266666666666667,0.189873417721519,0.0,0.0,0.0,0,0,0
At home I also use my smartphone and I don’t mind it has a small screen. ,73,16,6,9.479999542236328,0,1,556.3726196289062,120.5,1.2539682029085932,3,0,0,0,0,0,0,0,0,0,1,0.3184726786384842,4.5625,0.2191780821917808,0.0,0.0,0.0,0,0,0
S14: My tablet lets me organize things and keep my documents in one place.,74,14,6,9.479999542236328,0,1,573.1725463867188,120.5,1.2539682029085932,3,0,0,0,0,0,0,0,0,0,1,0.2964038084495831,5.285714285714286,0.1891891891891892,0.0,0.0,0.0,0,0,0
This is because studying English means having countless study materials (...) I,79,12,6,9.479999542236328,0,1,584.6925659179688,120.5,1.2539682029085932,3,0,0,0,0,0,0,0,0,0,1,0.2812707772599956,6.583333333333333,0.1518987341772152,0.0,0.0,0.0,0,0,0
can store them there (...) this also gives me easier access to them (...) In,76,15,6,9.479999542236328,0,1,596.2125854492188,120.5,1.2539682029085932,3,0,0,0,0,0,0,0,0,0,1,0.26613774607040813,5.066666666666666,0.19736842105263158,0.0,0.0,0.0,0,0,0
"addition, my smartphone can successfully replace a traditional paper dictionary",79,10,6,9.479999542236328,0,1,607.8526000976562,120.5,1.2539682029085932,0,0,0,0,0,0,0,0,0,0,1,0.25084708582072485,7.9,0.12658227848101267,0.0,0.0,0.0,1,0,0
and I don’t have to waste time in thumbing through a lot of pages to find words,79,17,6,9.479999542236328,0,1,619.37255859375,120.5,1.2539682029085932,3,0,0,0,0,0,0,0,0,0,0,0.23571413480868575,4.647058823529412,0.21518987341772153,0.0,0.0,0.0,0,0,0
I’m looking for. ,17,3,6,9.479999542236328,0,1,630.892578125,120.5,1.2539682029085932,3,0,0,0,0,0,0,0,0,0,1,0.22058110361909827,5.666666666666667,0.17647058823529413,0.0,0.0,0.0,1,1,0
4.3. Resources and tools ,25,4,6,9.479999542236328,0,1,647.6925659179688,120.5,1.2539682029085932,3,0,0,0,0,0,0,0,0,0,1,0.1985121532526488,6.25,0.16,0.0,0.0,0.0,1,1,0
The analysis of the data revealed that the students made use of both online resources,85,15,6,9.479999542236328,0,1,664.4926147460938,85.10399627685547,1.2539682029085932,3,0,0,0,0,0,0,0,0,0,0,0.17644312270865095,5.666666666666667,0.17647058823529413,0.0,0.0,0.0,0,0,0
and mobile apps. The most frequently used language tools were online dictionaries,81,12,6,9.479999542236328,0,1,676.0325927734375,85.10399627685547,1.2539682029085932,3,0,0,0,0,0,0,0,0,0,1,0.1612838734607464,6.75,0.14814814814814814,0.0,0.0,0.0,0,0,0
"(e.g. diki , ColorDict Dictionary ) and a variety of mobile apps, such as Google",80,15,6,9.479999542236328,0,1,687.5525512695312,85.10399627685547,1.2539682029085932,3,0,0,0,0,0,0,0,0,0,1,0.1461509224487073,5.333333333333333,0.1875,0.0,0.0,0.0,0,0,0
"Translate , Duolingo and Fiszkoteka . The students usually accessed these tools in order",88,14,6,9.479999542236328,0,1,699.1925659179688,85.10399627685547,1.2539682029085932,3,0,0,0,0,0,0,0,0,0,1,0.130860262199024,6.285714285714286,0.1590909090909091,0.0,0.0,0.0,0,0,0
"to check, revise and learn the target language vocabulary. Two students also reported",85,13,6,9.479999542236328,0,1,710.7125854492188,85.10399627685547,1.2539682029085932,3,0,0,0,0,0,0,0,0,0,1,0.11572723100943653,6.538461538461538,0.15294117647058825,0.0,0.0,0.0,0,0,0
"using Voscreen and WhatsApp , i.e. mobile apps for watching video and communicating",83,13,6,9.479999542236328,0,1,722.2326049804688,85.10399627685547,1.2539682029085932,3,0,0,0,0,0,0,0,0,0,1,0.10059419981984907,6.384615384615385,0.1566265060240964,0.0,0.0,0.0,0,0,0
"with people, respectively. It should also be noted that the interviewees pointed out",84,13,6,9.479999542236328,0,1,733.7525634765625,85.10399627685547,1.2539682029085932,3,0,0,0,0,0,0,0,0,0,1,0.08546124880780996,6.461538461538462,0.15476190476190477,0.0,0.0,0.0,0,0,0
various online resources they used with the purpose of practicing reading and listening,87,13,6,9.479999542236328,0,1,745.2725830078125,85.10399627685547,1.2539682029085932,0,0,0,0,0,0,0,0,0,0,0,0.0703282176182225,6.6923076923076925,0.14942528735632185,0.0,0.0,0.0,0,0,0
skills,6,1,6,9.479999542236328,0,1,756.91259765625,85.10399627685547,1.2539682029085932,0,0,0,0,0,0,0,0,0,0,0,0.055037557368539186,6.0,0.16666666666666666,0.0,0.0,0.0,1,1,0
"(e.g. TED ,",11,3,6,9.479999542236328,0,1,756.91259765625,124.4270248413086,1.2539682029085932,3,0,0,0,0,0,0,0,0,0,1,0.055037557368539186,3.6666666666666665,0.2727272727272727,0.0,0.0,0.0,1,1,0
online,6,1,6,9.479999542236328,0,1,756.91259765625,189.23828125,1.2539682029085932,0,0,0,0,0,0,0,0,0,0,0,0.055037557368539186,6.0,0.16666666666666666,0.0,0.0,0.0,1,1,0
"newspapers, YouTube ),",22,3,6,9.479999542236328,0,1,756.91259765625,233.85116577148438,1.2539682029085932,3,0,0,0,0,0,0,0,0,0,1,0.055037557368539186,7.333333333333333,0.13636363636363635,0.0,0.0,0.0,1,1,0
vocabulary,10,1,6,9.479999542236328,0,1,756.91259765625,362.211181640625,1.2539682029085932,0,0,0,0,0,0,0,0,0,0,0,0.055037557368539186,10.0,0.1,0.0,0.0,0.0,1,1,0
(e.g. 6,7,2,6,9.479999542236328,0,1,756.91259765625,430.0975036621094,1.2539682029085932,0,0,0,0,0,0,0,0,0,0,1,0.055037557368539186,3.5,0.2857142857142857,0.0,0.0,0.0,1,1,0
Minute,6,1,6,9.479999542236328,0,1,756.91259765625,478.409423828125,1.2539682029085932,2,0,0,0,0,0,0,0,0,0,0,0.055037557368539186,6.0,0.16666666666666666,0.0,0.0,0.0,1,1,0
"The EUROCALL Review, Volume 25, No. 2, September 2017",53,9,7,11.039999961853027,0,1,37.559967041015625,166.6999969482422,1.1645570142346964,3,0,0,0,0,0,0,0,0,0,1,1.0,5.888888888888889,0.16981132075471697,0.0,0.0,0.0,1,0,0
24,2,1,7,8.039999961853027,0,0,798.8099365234375,293.57000732421875,0.8481013027513706,3,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0.5,0.0,0.0,0.0,1,1,0
"English , PONS , Google",23,5,7,9.479999542236328,0,0,70.89258575439453,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.9562133069955432,4.6,0.21739130434782608,0.0,0.0,0.0,1,1,0
Translate ),11,2,7,9.479999542236328,0,0,70.89258575439453,205.68333435058594,1.0,2,0,0,0,0,0,0,0,0,0,0,0.9562133069955432,5.5,0.18181818181818182,0.0,0.0,0.0,1,1,0
and,3,1,7,9.479999542236328,0,0,70.89258575439453,267.2763366699219,1.0,0,0,0,0,0,0,0,0,0,0,0,0.9562133069955432,3.0,0.3333333333333333,0.0,0.0,0.0,1,1,0
having,6,1,7,9.479999542236328,0,0,70.89258575439453,297.8683166503906,1.0,0,0,0,0,0,0,0,0,0,0,0,0.9562133069955432,6.0,0.16666666666666666,0.0,0.0,0.0,1,1,0
access,6,1,7,9.479999542236328,0,0,70.89258575439453,342.8509826660156,1.0,0,0,0,0,0,0,0,0,0,0,0,0.9562133069955432,6.0,0.16666666666666666,0.0,0.0,0.0,1,1,0
to,2,1,7,9.479999542236328,0,0,70.89258575439453,386.8856201171875,1.0,0,0,0,0,0,0,0,0,0,0,0,0.9562133069955432,2.0,0.5,0.0,0.0,0.0,1,1,0
language,8,1,7,9.479999542236328,0,0,70.89258575439453,409.43853759765625,1.0,0,0,0,0,0,0,0,0,0,0,0,0.9562133069955432,8.0,0.125,0.0,0.0,0.0,1,1,0
materials,9,1,7,9.479999542236328,0,0,70.89258575439453,466.0436706542969,1.0,0,0,0,0,0,0,0,0,0,0,0,0.9562133069955432,9.0,0.1111111111111111,0.0,0.0,0.0,1,1,0
"(e.g. Academica ). Finally, some students used their MobDs in order to read language",84,14,7,9.479999542236328,0,0,82.53260040283203,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.9409226467458599,6.0,0.16666666666666666,0.0,0.0,0.0,0,0,0
materials downloaded from the internet (e.g. PDF files). The following responses,80,11,7,9.479999542236328,0,0,94.05255889892578,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.9257896957338207,7.2727272727272725,0.1375,0.0,0.0,0.0,0,0,0
illustrate some of these issues:,32,5,7,9.479999542236328,0,0,105.57257843017578,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,1,0,0.9106566645442333,6.4,0.15625,0.0,0.0,0.0,1,1,0
"S5: I use apps for “index cards”, dictionaries and a variety of apps for",72,14,7,9.479999542236328,0,0,122.37256622314453,120.5,1.0,3,0,0,0,0,0,0,0,0,0,1,0.8885877141777838,5.142857142857143,0.19444444444444445,0.0,0.0,0.0,0,0,0
developing English vocabulary. ,31,3,7,9.479999542236328,0,0,133.892578125,120.5,1.0,3,0,0,0,0,0,0,0,0,0,1,0.8734546930103899,10.333333333333334,0.0967741935483871,0.0,0.0,0.0,1,1,0
S10: I have some online friends and I talk with them in English (Do you do this,79,17,7,9.479999542236328,0,0,150.69256591796875,120.5,1.0,3,0,0,0,0,0,0,0,0,0,0,0.8513857426439404,4.647058823529412,0.21518987341772153,0.0,0.0,0.0,0,0,0
"by means of instant messaging applications?) Yes, I use WhatsApp Messenger. ",76,11,7,9.479999542236328,0,0,162.21258544921875,120.5,1.0,3,0,0,0,0,0,0,0,0,0,1,0.836252711454353,6.909090909090909,0.14473684210526316,0.0,0.0,0.0,0,0,0
S15: I often read scanned book pages and pdf materials (…) I access English,75,14,7,9.479999542236328,0,0,179.0125732421875,120.5,1.0,3,0,0,0,0,0,0,0,0,0,0,0.8141837610879035,5.357142857142857,0.18666666666666668,0.0,0.0,0.0,0,0,0
vocabulary by means of online dictionaries. ,44,6,7,9.479999542236328,0,0,190.652587890625,120.5,1.0,0,0,0,0,0,0,0,0,0,0,1,0.7988931008382202,7.333333333333333,0.13636363636363635,0.0,0.0,0.0,1,0,0
S20: Fiszkoteka. I frequently use this app (...) I also listen to podcasts and I,80,15,7,9.479999542236328,0,0,207.45257568359375,120.5,1.0,3,0,0,0,0,0,0,0,0,0,1,0.7768241504717707,5.333333333333333,0.1875,0.0,0.0,0.0,0,0,0
have the app called Six minutes English in order to practice listening (...) Also,81,14,7,9.479999542236328,0,0,219.0025634765625,120.5,1.0,3,0,0,0,0,0,0,0,0,0,1,0.7616517521059335,5.785714285714286,0.1728395061728395,0.0,0.0,0.0,0,0,0
because vocabulary is used in a variety of contexts. ,53,9,7,9.479999542236328,0,0,230.5225830078125,120.5,1.0,0,0,0,0,0,0,0,0,0,0,1,0.746518720916346,5.888888888888889,0.16981132075471697,0.0,0.0,0.0,1,0,0
4.4. Mobile encounters ,23,3,7,9.479999542236328,0,0,247.32257080078125,120.5,1.0,3,0,0,0,0,0,0,0,0,0,1,0.7244497705498966,7.666666666666667,0.13043478260869565,0.0,0.0,0.0,1,1,0
Thirteen (65%) interviewees claimed to use their MobDs most frequently in their leisure,87,13,7,9.479999542236328,0,0,264.12255859375,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,0,0.702380820183447,6.6923076923076925,0.14942528735632185,0.0,0.0,0.0,0,0,0
"time, six (30%) in the classroom and one student said he had used his smartphone",80,15,7,9.479999542236328,0,0,275.642578125,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,1,0.6872477889938595,5.333333333333333,0.1875,0.0,0.0,0.0,0,0,0
equally frequently in the classroom and out-of-class English study. As for the students,87,13,7,9.479999542236328,0,0,287.16259765625,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.6721147578042721,6.6923076923076925,0.14942528735632185,0.0,0.0,0.0,0,0,0
"who used their smartphones or tablet computers in their leisure time, some of them did",86,15,7,9.479999542236328,0,0,298.80255126953125,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,1,0.6568241777321372,5.733333333333333,0.1744186046511628,0.0,0.0,0.0,0,0,0
"it with the aim of reading English texts, listening to audio resources, checking and",84,14,7,9.479999542236328,0,0,310.32257080078125,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.6416911465425497,6.0,0.16666666666666666,0.0,0.0,0.0,0,0,0
"learning new vocabulary, preparing multimedia presentations and playing language",80,9,7,9.479999542236328,0,0,321.84259033203125,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,1,0.6265581153529622,8.88888888888889,0.1125,0.0,0.0,0.0,1,0,0
"games. This is not to say, of course, that this group of learners did not use their MobDs",89,18,7,9.479999542236328,0,0,333.3625793457031,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.6114251242521489,4.944444444444445,0.20224719101123595,0.0,0.0,0.0,0,0,0
"at all during classes; however, the use of MobDs in this respect was only limited to",84,16,7,9.479999542236328,0,0,344.882568359375,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.5962921331513357,5.25,0.19047619047619047,0.0,0.0,0.0,0,0,0
"checking target language vocabulary (e.g. S1: I use my smartphone, for example, to",82,13,7,9.479999542236328,0,0,356.5225830078125,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.5810014729016524,6.3076923076923075,0.15853658536585366,0.0,0.0,0.0,0,0,0
check something I don’t understand (...) I installed a dictionary and I use it to find,86,16,7,9.479999542236328,0,0,368.0625915527344,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.5658421835649736,5.375,0.18604651162790697,0.0,0.0,0.0,0,0,0
words ). When it comes to the subjects who claimed to use their MobDs  most frequently,86,16,7,9.479999542236328,0,0,379.58258056640625,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.5507091924641603,5.375,0.18604651162790697,0.0,0.0,0.0,0,0,0
"in the classroom, they used them to check unfamiliar vocabulary and/or find words they",86,14,7,9.479999542236328,0,0,391.1025695800781,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,1,0.535576201363347,6.142857142857143,0.16279069767441862,0.0,0.0,0.0,0,0,0
